SECTION Comments
Name "PrunedDPPlusPlus_irregular.txt"
Creator "graph_v_of_v_idealID_save_for_GSTP"
END

input_graph_size |V|= 1000 |E|= 6661
input_graph Edge 275 749 47.2002428240
input_graph Edge 275 772 83.2002402699
input_graph Edge 275 818 62.2002428240
input_graph Edge 275 826 57.2002428240
input_graph Edge 275 984 28.2002428240

input_graph Edge 276 377 50.2002428240
input_graph Edge 276 378 23.2002428241
input_graph Edge 276 379 38.2002428240
input_graph Edge 276 382 91.1926289551
input_graph Edge 276 383 19.2002428263
input_graph Edge 276 449 16.2002428701
input_graph Edge 276 454 16.2002428701
input_graph Edge 276 730 54.2002428240
input_graph Edge 276 734 10.2002614047
input_graph Edge 276 814 92.1795461826

input_graph Edge 277 393 8.2003801175
input_graph Edge 277 407 53.2002428240
input_graph Edge 277 421 73.2002428239
input_graph Edge 277 424 88.1998637518
input_graph Edge 277 814 94.0473141791
input_graph Edge 277 818 44.2002428240
input_graph Edge 277 820 59.2002428240
input_graph Edge 277 837 14.2002431643
input_graph Edge 277 846 33.2002428240
input_graph Edge 277 978 30.2002428240

input_graph Edge 278 814 56.2002428240
input_graph Edge 278 817 17.2002428410
input_graph Edge 278 840 35.2002428240

input_graph Edge 279 420 11.2002496595
input_graph Edge 279 818 94.1285888806
input_graph Edge 279 822 94.1285888806
input_graph Edge 279 850 46.2002428240
input_graph Edge 279 907 41.2002428240

input_graph Edge 280 417 70.2002428240
input_graph Edge 280 818 79.2002427773

input_graph Edge 281 587 62.2002428240
input_graph Edge 281 850 58.2002428240

input_graph Edge 282 851 36.2002428240


input_graph Edge 284 408 51.2002428240


input_graph Edge 286 452 12.2002453386


input_graph Edge 288 310 38.2002428240
input_graph Edge 288 386 55.2002428240


input_graph Edge 290 382 62.2002428240


input_graph Edge 292 924 56.2002428240

input_graph Edge 293 378 24.2002428240
input_graph Edge 293 382 83.2002402699


input_graph Edge 295 378 5.2030004365
input_graph Edge 295 379 94.1285888806
input_graph Edge 295 383 53.2002428240


input_graph Edge 297 955 81.2002424784




input_graph Edge 301 382 83.2002402699
input_graph Edge 301 383 84.2002358811
input_graph Edge 301 963 8.2003801175

input_graph Edge 302 948 75.2002428232
input_graph Edge 302 992 89.1992123989






input_graph Edge 308 421 33.2002428240
input_graph Edge 308 948 15.2002429492

input_graph Edge 309 421 87.2001033712

input_graph Edge 310 346 57.2002428240


input_graph Edge 312 378 75.2002428232

































input_graph Edge 345 378 65.2002428240





























input_graph Edge 374 375 11.2002496595
input_graph Edge 374 387 79.2002427773
input_graph Edge 374 390 43.2002428240
input_graph Edge 374 391 57.2002428240
input_graph Edge 374 392 21.2002428243
input_graph Edge 374 393 8.2003801175
input_graph Edge 374 394 64.2002428240
input_graph Edge 374 395 15.2002429492
input_graph Edge 374 396 25.2002428240
input_graph Edge 374 397 95.0702444879
input_graph Edge 374 398 16.2002428701
input_graph Edge 374 399 59.2002428240
input_graph Edge 374 400 82.2002418844
input_graph Edge 374 401 41.2002428240
input_graph Edge 374 402 70.2002428240
input_graph Edge 374 708 11.2002496595
input_graph Edge 374 813 34.2002428240
input_graph Edge 374 814 50.2002428240
input_graph Edge 374 815 94.0473141791
input_graph Edge 374 816 89.8506217263
input_graph Edge 374 817 26.2002428240
input_graph Edge 374 818 76.5036195196
input_graph Edge 374 819 67.2002428240
input_graph Edge 374 820 8.2003801175
input_graph Edge 374 821 47.2002428240
input_graph Edge 374 822 61.2002428240
input_graph Edge 374 823 77.2002428177
input_graph Edge 374 824 33.2002428240
input_graph Edge 374 825 21.2002428243
input_graph Edge 374 826 71.2002428240
input_graph Edge 374 827 33.2002428240
input_graph Edge 374 828 81.2002424784
input_graph Edge 374 829 71.2002428240
input_graph Edge 374 830 42.2002428240
input_graph Edge 374 831 15.2002429492
input_graph Edge 374 832 94.1285888806
input_graph Edge 374 833 50.2002428240
input_graph Edge 374 834 51.2002428240

input_graph Edge 375 387 48.2002428240
input_graph Edge 375 417 7.2006160263
input_graph Edge 375 441 42.2002428240
input_graph Edge 375 718 14.2002431643
input_graph Edge 375 818 36.2002428240
input_graph Edge 375 821 15.2002429492
input_graph Edge 375 828 91.1926289551
input_graph Edge 375 836 84.2002358811
input_graph Edge 375 857 74.2002428237
input_graph Edge 375 991 79.2002427773

input_graph Edge 376 387 72.2002428240
input_graph Edge 376 721 12.2002453386
input_graph Edge 376 723 53.2002428240
input_graph Edge 376 825 69.2002428240

input_graph Edge 377 712 92.1795461826
input_graph Edge 377 723 41.2002428240
input_graph Edge 377 725 49.6001214120
input_graph Edge 377 726 76.5036195196
input_graph Edge 377 727 48.2002428240
input_graph Edge 377 728 90.1974418382
input_graph Edge 377 736 61.2002428240
input_graph Edge 377 742 52.2002428240
input_graph Edge 377 749 92.1795461826
input_graph Edge 377 760 79.2002427773
input_graph Edge 377 818 12.2002453386

input_graph Edge 378 379 49.2002428240
input_graph Edge 378 382 48.2002428240
input_graph Edge 378 383 92.1795461826
input_graph Edge 378 924 86.2001915222
input_graph Edge 378 984 30.2002428240

input_graph Edge 379 924 68.2002428240

input_graph Edge 380 907 55.2002428240
input_graph Edge 380 939 16.2002428701
input_graph Edge 380 943 49.6001214120
input_graph Edge 380 954 32.2002428240
input_graph Edge 380 962 81.2002424784


input_graph Edge 382 719 76.2002428217
input_graph Edge 382 723 59.2002428240



input_graph Edge 385 771 69.2002428240


input_graph Edge 387 390 49.6001214120
input_graph Edge 387 391 67.2002428240
input_graph Edge 387 392 88.1998637518
input_graph Edge 387 394 75.2002428232
input_graph Edge 387 396 48.2002428240
input_graph Edge 387 397 75.2002428232
input_graph Edge 387 401 9.2002933315
input_graph Edge 387 402 92.1795461826
input_graph Edge 387 403 37.2002428240
input_graph Edge 387 404 77.2002428177
input_graph Edge 387 405 7.2006160263
input_graph Edge 387 406 91.1926289551
input_graph Edge 387 407 50.1001214120
input_graph Edge 387 408 77.2002428177
input_graph Edge 387 409 19.2002428263
input_graph Edge 387 410 56.2002428240
input_graph Edge 387 411 18.2002428303
input_graph Edge 387 412 27.2002428240
input_graph Edge 387 413 50.1001214120
input_graph Edge 387 414 94.1285888806
input_graph Edge 387 415 64.2002428240
input_graph Edge 387 416 63.2002428240
input_graph Edge 387 417 44.2002428240
input_graph Edge 387 418 42.2002428240
input_graph Edge 387 419 73.2002428239
input_graph Edge 387 420 79.2002427773
input_graph Edge 387 421 13.2002437491
input_graph Edge 387 422 86.2001915222
input_graph Edge 387 423 41.2002428240
input_graph Edge 387 424 26.2002428240
input_graph Edge 387 425 5.2030004365
input_graph Edge 387 426 91.1926289551
input_graph Edge 387 707 62.2002428240
input_graph Edge 387 709 70.2002428240
input_graph Edge 387 710 9.2002933315
input_graph Edge 387 711 49.6001214120
input_graph Edge 387 712 89.8506217263
input_graph Edge 387 713 38.2002428240
input_graph Edge 387 714 13.2002437491
input_graph Edge 387 715 30.2002428240
input_graph Edge 387 716 94.0473141791
input_graph Edge 387 717 44.2002428240
input_graph Edge 387 718 2.2556309520
input_graph Edge 387 719 69.2002428240
input_graph Edge 387 814 45.2002428240
input_graph Edge 387 816 27.2002428240
input_graph Edge 387 817 4.2077387920
input_graph Edge 387 818 18.2002428303
input_graph Edge 387 820 62.2002428240
input_graph Edge 387 821 28.2002428240
input_graph Edge 387 822 50.2002428240
input_graph Edge 387 823 35.2002428240
input_graph Edge 387 824 87.2001033712
input_graph Edge 387 825 94.7845396676
input_graph Edge 387 826 42.2002428240
input_graph Edge 387 827 35.2002428240
input_graph Edge 387 828 18.2002428303
input_graph Edge 387 829 67.2002428240
input_graph Edge 387 830 43.2002428240
input_graph Edge 387 832 18.2002428303
input_graph Edge 387 833 30.2002428240
input_graph Edge 387 835 54.2002428240
input_graph Edge 387 836 26.2002428240
input_graph Edge 387 837 40.2002428240
input_graph Edge 387 838 70.2002428240
input_graph Edge 387 839 80.2002426969
input_graph Edge 387 840 22.2002428241
input_graph Edge 387 841 5.2030004365
input_graph Edge 387 842 45.2002428240
input_graph Edge 387 843 50.2002428240
input_graph Edge 387 844 38.2002428240
input_graph Edge 387 845 31.2002428240
input_graph Edge 387 846 59.2002428240
input_graph Edge 387 847 81.2002424784
input_graph Edge 387 848 19.2002428263
input_graph Edge 387 849 21.2002428243
input_graph Edge 387 850 55.2002428240
input_graph Edge 387 851 31.2002428240
input_graph Edge 387 852 27.2002428240
input_graph Edge 387 853 14.2002431643
input_graph Edge 387 854 15.2002429492
input_graph Edge 387 855 11.2002496595
input_graph Edge 387 856 43.2002428240
input_graph Edge 387 857 26.2002428240
input_graph Edge 387 858 2.2556309520
input_graph Edge 387 859 20.2002428249
input_graph Edge 387 860 11.2002496595
input_graph Edge 387 861 52.2002428240
input_graph Edge 387 862 42.2002428240
input_graph Edge 387 863 10.2002614047
input_graph Edge 387 864 44.2002428240
input_graph Edge 387 865 22.2002428241
input_graph Edge 387 866 41.2002428240
input_graph Edge 387 867 22.2002428241
input_graph Edge 387 868 16.2002428701
input_graph Edge 387 869 60.2002428240
input_graph Edge 387 870 68.2002428240
input_graph Edge 387 871 14.2002431643
input_graph Edge 387 872 87.2001033712
input_graph Edge 387 873 82.2002418844
input_graph Edge 387 874 33.2002428240
input_graph Edge 387 875 72.2002428240
input_graph Edge 387 876 83.2002402699
input_graph Edge 387 877 72.2002428240
input_graph Edge 387 878 75.2002428232
input_graph Edge 387 879 92.1795461826
input_graph Edge 387 880 56.2002428240
input_graph Edge 387 881 55.2002428240
input_graph Edge 387 882 15.2002429492
input_graph Edge 387 883 95.0702444879
input_graph Edge 387 884 68.2002428240
input_graph Edge 387 885 23.2002428241
input_graph Edge 387 886 40.2002428240
input_graph Edge 387 887 79.2002427773
input_graph Edge 387 888 43.2002428240
input_graph Edge 387 889 47.2002428240
input_graph Edge 387 890 13.2002437491
input_graph Edge 387 891 53.2002428240
input_graph Edge 387 892 20.2002428249
input_graph Edge 387 893 94.1285888806
input_graph Edge 387 894 69.2002428240
input_graph Edge 387 895 41.2002428240
input_graph Edge 387 896 79.2002427773
input_graph Edge 387 897 70.2002428240
input_graph Edge 387 898 25.2002428240
input_graph Edge 387 899 14.2002431643
input_graph Edge 387 900 20.2002428249
input_graph Edge 387 901 70.2002428240
input_graph Edge 387 902 48.2002428240
input_graph Edge 387 903 54.2002428240
input_graph Edge 387 904 21.2002428243
input_graph Edge 387 905 76.2002428217
input_graph Edge 387 906 48.2002428240
input_graph Edge 387 907 3.2206189776
input_graph Edge 387 908 19.2002428263
input_graph Edge 387 909 57.2002428240
input_graph Edge 387 910 63.2002428240
input_graph Edge 387 911 26.2002428240
input_graph Edge 387 912 93.1439835196
input_graph Edge 387 913 10.2002614047
input_graph Edge 387 914 55.2002428240
input_graph Edge 387 915 49.2002428240
input_graph Edge 387 916 77.2002428177
input_graph Edge 387 917 94.7845396676
input_graph Edge 387 918 22.2002428241
input_graph Edge 387 919 72.2002428240
input_graph Edge 387 920 47.2002428240
input_graph Edge 387 921 40.2002428240
input_graph Edge 387 922 42.2002428240
input_graph Edge 387 923 55.2002428240
input_graph Edge 387 924 75.2002428232
input_graph Edge 387 925 62.2002428240
input_graph Edge 387 926 15.2002429492
input_graph Edge 387 927 76.5036195196
input_graph Edge 387 928 56.2002428240
input_graph Edge 387 929 71.2002428240
input_graph Edge 387 930 58.2002428240
input_graph Edge 387 931 95.0702444879
input_graph Edge 387 932 25.2002428240
input_graph Edge 387 933 29.2002428240
input_graph Edge 387 934 13.2002437491
input_graph Edge 387 935 74.2002428237
input_graph Edge 387 936 68.2002428240
input_graph Edge 387 937 88.1998637518
input_graph Edge 387 938 41.2002428240
input_graph Edge 387 939 86.2001915222
input_graph Edge 387 940 43.2002428240
input_graph Edge 387 941 9.2002933315
input_graph Edge 387 942 26.2002428240
input_graph Edge 387 943 25.2002428240
input_graph Edge 387 944 9.2002933315
input_graph Edge 387 945 32.2002428240
input_graph Edge 387 946 6.2012572930
input_graph Edge 387 947 37.2002428240
input_graph Edge 387 948 46.2002428240
input_graph Edge 387 949 51.2002428240
input_graph Edge 387 950 93.1439835196
input_graph Edge 387 951 2.2556309520
input_graph Edge 387 952 82.2002418844
input_graph Edge 387 953 13.2002437491
input_graph Edge 387 954 85.2002239511
input_graph Edge 387 955 78.2002428068
input_graph Edge 387 956 13.2002437491
input_graph Edge 387 957 33.2002428240
input_graph Edge 387 958 70.2002428240
input_graph Edge 387 959 33.2002428240
input_graph Edge 387 960 14.2002431643
input_graph Edge 387 961 15.2002429492
input_graph Edge 387 962 19.2002428263
input_graph Edge 387 963 84.2002358811
input_graph Edge 387 964 23.2002428241
input_graph Edge 387 965 3.2206189776
input_graph Edge 387 966 36.2002428240
input_graph Edge 387 967 94.7845396676

input_graph Edge 388 390 1.3508033658
input_graph Edge 388 391 58.2002428240
input_graph Edge 388 393 3.2206189776
input_graph Edge 388 401 65.2002428240
input_graph Edge 388 404 54.2002428240
input_graph Edge 388 407 61.2002428240
input_graph Edge 388 424 36.2002428240
input_graph Edge 388 426 32.2002428240
input_graph Edge 388 429 51.2002428240
input_graph Edge 388 430 79.2002427773
input_graph Edge 388 431 54.2002428240
input_graph Edge 388 432 9.2002933315
input_graph Edge 388 433 90.1974418382
input_graph Edge 388 434 48.2002428240
input_graph Edge 388 814 28.2002428240
input_graph Edge 388 818 67.2002428240
input_graph Edge 388 820 44.2002428240
input_graph Edge 388 821 5.2030004365
input_graph Edge 388 824 84.2002358811
input_graph Edge 388 825 23.2002428241
input_graph Edge 388 837 1.3508033658
input_graph Edge 388 839 34.2002428240
input_graph Edge 388 850 81.2002424784
input_graph Edge 388 851 67.2002428240
input_graph Edge 388 872 46.2002428240
input_graph Edge 388 943 2.2556309520
input_graph Edge 388 976 80.2002426969
input_graph Edge 388 977 83.2002402699
input_graph Edge 388 978 0.6095088089
input_graph Edge 388 979 10.2002614047
input_graph Edge 388 980 38.2002428240
input_graph Edge 388 981 28.2002428240
input_graph Edge 388 982 8.2003801175
input_graph Edge 388 983 78.2002428068

input_graph Edge 389 390 29.2002428240
input_graph Edge 389 394 70.2002428240
input_graph Edge 389 405 44.2002428240
input_graph Edge 389 407 74.2002428237
input_graph Edge 389 421 77.2002428177
input_graph Edge 389 426 16.2002428701
input_graph Edge 389 435 82.2002418844
input_graph Edge 389 436 48.2002428240
input_graph Edge 389 814 51.2002428240
input_graph Edge 389 818 53.2002428240
input_graph Edge 389 825 4.2077387920
input_graph Edge 389 841 53.2002428240
input_graph Edge 389 850 44.2002428240
input_graph Edge 389 860 74.2002428237
input_graph Edge 389 936 36.2002428240
input_graph Edge 389 959 51.2002428240
input_graph Edge 389 971 46.2002428240
input_graph Edge 389 985 93.1439835196

input_graph Edge 390 391 72.2002428240
input_graph Edge 390 392 85.2002239511
input_graph Edge 390 393 22.2002428241
input_graph Edge 390 395 29.2002428240
input_graph Edge 390 402 4.2077387920
input_graph Edge 390 404 46.2002428240
input_graph Edge 390 405 75.2002428232
input_graph Edge 390 407 88.1998637518
input_graph Edge 390 408 29.2002428240
input_graph Edge 390 409 50.1001214120
input_graph Edge 390 410 50.1001214120
input_graph Edge 390 414 59.2002428240
input_graph Edge 390 415 73.2002428239
input_graph Edge 390 417 27.2002428240
input_graph Edge 390 421 74.2002428237
input_graph Edge 390 424 89.1992123989
input_graph Edge 390 428 8.2003801175
input_graph Edge 390 430 43.2002428240
input_graph Edge 390 431 67.2002428240
input_graph Edge 390 433 60.2002428240
input_graph Edge 390 434 49.2002428240
input_graph Edge 390 437 26.2002428240
input_graph Edge 390 439 54.2002428240
input_graph Edge 390 440 45.2002428240
input_graph Edge 390 441 57.2002428240
input_graph Edge 390 456 66.2002428240
input_graph Edge 390 459 71.2002428240
input_graph Edge 390 463 42.2002428240
input_graph Edge 390 466 71.2002428240
input_graph Edge 390 470 42.2002428240
input_graph Edge 390 486 34.2002428240
input_graph Edge 390 487 94.7845396676
input_graph Edge 390 530 67.2002428240
input_graph Edge 390 531 60.2002428240
input_graph Edge 390 709 27.2002428240
input_graph Edge 390 711 53.2002428240
input_graph Edge 390 812 37.2002428240
input_graph Edge 390 813 49.6001214120
input_graph Edge 390 814 16.2002428701
input_graph Edge 390 816 78.2002428068
input_graph Edge 390 817 10.2002614047
input_graph Edge 390 818 35.2002428240
input_graph Edge 390 819 64.2002428240
input_graph Edge 390 820 39.2002428240
input_graph Edge 390 821 32.2002428240
input_graph Edge 390 822 92.1795461826
input_graph Edge 390 823 57.2002428240
input_graph Edge 390 824 85.2002239511
input_graph Edge 390 825 86.2001915222
input_graph Edge 390 826 67.2002428240
input_graph Edge 390 827 43.2002428240
input_graph Edge 390 828 63.2002428240
input_graph Edge 390 830 23.2002428241
input_graph Edge 390 831 48.2002428240
input_graph Edge 390 836 77.2002428177
input_graph Edge 390 837 89.8506217263
input_graph Edge 390 838 22.2002428241
input_graph Edge 390 839 57.2002428240
input_graph Edge 390 840 64.2002428240
input_graph Edge 390 841 36.2002428240
input_graph Edge 390 842 73.2002428239
input_graph Edge 390 847 16.2002428701
input_graph Edge 390 849 5.2030004365
input_graph Edge 390 850 80.2002426969
input_graph Edge 390 851 82.2002418844
input_graph Edge 390 852 75.2002428232
input_graph Edge 390 855 49.2002428240
input_graph Edge 390 856 50.2002428240
input_graph Edge 390 857 40.2002428240
input_graph Edge 390 862 43.2002428240
input_graph Edge 390 864 21.2002428243
input_graph Edge 390 865 22.2002428241
input_graph Edge 390 866 57.2002428240
input_graph Edge 390 869 2.2556309520
input_graph Edge 390 871 39.2002428240
input_graph Edge 390 872 29.2002428240
input_graph Edge 390 873 10.2002614047
input_graph Edge 390 880 54.2002428240
input_graph Edge 390 900 16.2002428701
input_graph Edge 390 901 9.2002933315
input_graph Edge 390 907 49.2002428240
input_graph Edge 390 908 44.2002428240
input_graph Edge 390 910 45.2002428240
input_graph Edge 390 911 89.8506217263
input_graph Edge 390 913 10.2002614047
input_graph Edge 390 914 41.2002428240
input_graph Edge 390 919 39.2002428240
input_graph Edge 390 920 79.2002427773
input_graph Edge 390 923 83.2002402699
input_graph Edge 390 926 87.2001033712
input_graph Edge 390 927 29.2002428240
input_graph Edge 390 931 77.2002428177
input_graph Edge 390 933 64.2002428240
input_graph Edge 390 935 3.2206189776
input_graph Edge 390 939 45.2002428240
input_graph Edge 390 943 76.5036195196
input_graph Edge 390 944 27.2002428240
input_graph Edge 390 947 9.2002933315
input_graph Edge 390 970 22.2002428241
input_graph Edge 390 972 19.2002428263
input_graph Edge 390 976 15.2002429492
input_graph Edge 390 977 37.2002428240
input_graph Edge 390 978 90.1974418382
input_graph Edge 390 982 27.2002428240
input_graph Edge 390 985 49.2002428240
input_graph Edge 390 986 94.7845396676
input_graph Edge 390 987 25.2002428240
input_graph Edge 390 991 62.2002428240
input_graph Edge 390 993 81.2002424784
input_graph Edge 390 994 19.2002428263
input_graph Edge 390 996 9.2002933315
input_graph Edge 390 998 39.2002428240

input_graph Edge 391 392 2.2556309520
input_graph Edge 391 395 89.1992123989
input_graph Edge 391 396 69.2002428240
input_graph Edge 391 400 66.2002428240
input_graph Edge 391 402 63.2002428240
input_graph Edge 391 403 49.6001214120
input_graph Edge 391 404 90.1974418382
input_graph Edge 391 408 39.2002428240
input_graph Edge 391 428 93.1439835196
input_graph Edge 391 440 25.2002428240
input_graph Edge 391 442 33.2002428240
input_graph Edge 391 443 42.2002428240
input_graph Edge 391 464 52.2002428240
input_graph Edge 391 469 11.2002496595
input_graph Edge 391 707 52.2002428240
input_graph Edge 391 722 11.2002496595
input_graph Edge 391 812 60.2002428240
input_graph Edge 391 818 90.1974418382
input_graph Edge 391 821 74.2002428237
input_graph Edge 391 825 36.2002428240
input_graph Edge 391 826 24.2002428240
input_graph Edge 391 827 40.2002428240
input_graph Edge 391 828 16.2002428701
input_graph Edge 391 836 20.2002428249
input_graph Edge 391 838 76.5036195196
input_graph Edge 391 840 79.2002427773
input_graph Edge 391 841 31.2002428240
input_graph Edge 391 847 46.2002428240
input_graph Edge 391 859 79.2002427773
input_graph Edge 391 864 11.2002496595
input_graph Edge 391 865 3.2206189776
input_graph Edge 391 876 58.2002428240
input_graph Edge 391 877 76.2002428217
input_graph Edge 391 900 40.2002428240
input_graph Edge 391 906 51.2002428240
input_graph Edge 391 911 63.2002428240
input_graph Edge 391 915 89.8506217263
input_graph Edge 391 930 79.2002427773
input_graph Edge 391 937 37.2002428240
input_graph Edge 391 939 90.1974418382
input_graph Edge 391 946 35.2002428240
input_graph Edge 391 965 45.2002428240
input_graph Edge 391 968 14.2002431643
input_graph Edge 391 976 38.2002428240
input_graph Edge 391 978 86.2001915222
input_graph Edge 391 991 65.2002428240
input_graph Edge 391 996 13.2002437491
input_graph Edge 391 997 93.1439835196

input_graph Edge 392 402 79.2002427773
input_graph Edge 392 403 90.1974418382
input_graph Edge 392 408 94.1285888806
input_graph Edge 392 419 33.2002428240
input_graph Edge 392 421 88.1998637518
input_graph Edge 392 422 45.2002428240
input_graph Edge 392 424 0.6095088089
input_graph Edge 392 425 73.2002428239
input_graph Edge 392 428 74.2002428237
input_graph Edge 392 429 6.2012572930
input_graph Edge 392 456 68.2002428240
input_graph Edge 392 714 80.2002426969
input_graph Edge 392 812 88.1998637518
input_graph Edge 392 813 31.2002428240
input_graph Edge 392 814 24.2002428240
input_graph Edge 392 815 78.2002428068
input_graph Edge 392 817 71.2002428240
input_graph Edge 392 818 30.2002428240
input_graph Edge 392 821 9.2002933315
input_graph Edge 392 822 94.7845396676
input_graph Edge 392 823 69.2002428240
input_graph Edge 392 824 3.2206189776
input_graph Edge 392 826 10.2002614047
input_graph Edge 392 829 41.2002428240
input_graph Edge 392 830 2.2556309520
input_graph Edge 392 834 69.2002428240
input_graph Edge 392 836 16.2002428701
input_graph Edge 392 838 86.2001915222
input_graph Edge 392 840 58.2002428240
input_graph Edge 392 841 54.2002428240
input_graph Edge 392 848 32.2002428240
input_graph Edge 392 857 28.2002428240
input_graph Edge 392 902 5.2030004365
input_graph Edge 392 907 15.2002429492
input_graph Edge 392 911 31.2002428240
input_graph Edge 392 917 0.6095088089
input_graph Edge 392 924 0.6095088089
input_graph Edge 392 939 89.1992123989
input_graph Edge 392 947 13.2002437491
input_graph Edge 392 976 53.2002428240
input_graph Edge 392 977 38.2002428240
input_graph Edge 392 982 95.0702444879
input_graph Edge 392 989 44.2002428240
input_graph Edge 392 990 17.2002428410

input_graph Edge 393 395 22.2002428241
input_graph Edge 393 404 90.1974418382
input_graph Edge 393 406 61.2002428240
input_graph Edge 393 407 22.2002428241
input_graph Edge 393 409 28.2002428240
input_graph Edge 393 412 73.2002428239
input_graph Edge 393 413 38.2002428240
input_graph Edge 393 417 91.1926289551
input_graph Edge 393 421 64.2002428240
input_graph Edge 393 427 78.2002428068
input_graph Edge 393 428 79.2002427773
input_graph Edge 393 430 94.7845396676
input_graph Edge 393 439 36.2002428240
input_graph Edge 393 443 32.2002428240
input_graph Edge 393 445 23.2002428241
input_graph Edge 393 448 67.2002428240
input_graph Edge 393 456 65.2002428240
input_graph Edge 393 468 84.2002358811
input_graph Edge 393 469 50.2002428240
input_graph Edge 393 483 3.2206189776
input_graph Edge 393 495 48.2002428240
input_graph Edge 393 501 61.2002428240
input_graph Edge 393 511 45.2002428240
input_graph Edge 393 527 27.2002428240
input_graph Edge 393 554 0.6095088089
input_graph Edge 393 555 53.2002428240
input_graph Edge 393 711 17.2002428410
input_graph Edge 393 714 51.2002428240
input_graph Edge 393 722 90.1974418382
input_graph Edge 393 812 55.2002428240
input_graph Edge 393 818 94.7845396676
input_graph Edge 393 820 29.2002428240
input_graph Edge 393 822 88.1998637518
input_graph Edge 393 825 15.2002429492
input_graph Edge 393 826 54.2002428240
input_graph Edge 393 829 46.2002428240
input_graph Edge 393 832 57.2002428240
input_graph Edge 393 836 84.2002358811
input_graph Edge 393 838 52.2002428240
input_graph Edge 393 839 15.2002429492
input_graph Edge 393 841 65.2002428240
input_graph Edge 393 847 57.2002428240
input_graph Edge 393 848 90.1974418382
input_graph Edge 393 849 39.2002428240
input_graph Edge 393 856 34.2002428240
input_graph Edge 393 857 33.2002428240
input_graph Edge 393 871 69.2002428240
input_graph Edge 393 914 29.2002428240
input_graph Edge 393 920 50.2002428240
input_graph Edge 393 930 36.2002428240
input_graph Edge 393 937 51.2002428240
input_graph Edge 393 938 59.2002428240
input_graph Edge 393 947 30.2002428240
input_graph Edge 393 962 87.2001033712
input_graph Edge 393 976 47.2002428240
input_graph Edge 393 977 53.2002428240
input_graph Edge 393 995 94.0473141791
input_graph Edge 393 999 7.2006160263

input_graph Edge 394 395 41.2002428240
input_graph Edge 394 396 9.2002933315
input_graph Edge 394 404 10.2002614047
input_graph Edge 394 412 69.2002428240
input_graph Edge 394 417 22.2002428241
input_graph Edge 394 456 81.2002424784
input_graph Edge 394 457 27.2002428240
input_graph Edge 394 714 25.2002428240
input_graph Edge 394 818 41.2002428240
input_graph Edge 394 836 27.2002428240
input_graph Edge 394 837 42.2002428240
input_graph Edge 394 838 79.2002427773
input_graph Edge 394 847 42.2002428240
input_graph Edge 394 856 38.2002428240
input_graph Edge 394 857 92.1795461826
input_graph Edge 394 876 31.2002428240
input_graph Edge 394 880 3.2206189776
input_graph Edge 394 907 62.2002428240
input_graph Edge 394 922 38.2002428240
input_graph Edge 394 935 11.2002496595

input_graph Edge 395 396 71.2002428240
input_graph Edge 395 397 76.5036195196
input_graph Edge 395 401 58.2002428240
input_graph Edge 395 402 77.2002428177
input_graph Edge 395 404 48.2002428240
input_graph Edge 395 405 43.2002428240
input_graph Edge 395 407 13.2002437491
input_graph Edge 395 408 19.2002428263
input_graph Edge 395 414 88.1998637518
input_graph Edge 395 415 52.2002428240
input_graph Edge 395 417 15.2002429492
input_graph Edge 395 424 83.2002402699
input_graph Edge 395 427 38.2002428240
input_graph Edge 395 431 95.0702444879
input_graph Edge 395 432 21.2002428243
input_graph Edge 395 433 94.7845396676
input_graph Edge 395 439 65.2002428240
input_graph Edge 395 440 90.1974418382
input_graph Edge 395 441 16.2002428701
input_graph Edge 395 446 9.2002933315
input_graph Edge 395 459 51.2002428240
input_graph Edge 395 497 1.3508033658
input_graph Edge 395 531 24.2002428240
input_graph Edge 395 711 2.2556309520
input_graph Edge 395 714 71.2002428240
input_graph Edge 395 814 65.2002428240
input_graph Edge 395 817 2.2556309520
input_graph Edge 395 818 86.2001915222
input_graph Edge 395 820 2.2556309520
input_graph Edge 395 824 85.2002239511
input_graph Edge 395 826 2.2556309520
input_graph Edge 395 827 12.2002453386
input_graph Edge 395 828 47.2002428240
input_graph Edge 395 830 89.8506217263
input_graph Edge 395 833 61.2002428240
input_graph Edge 395 836 45.2002428240
input_graph Edge 395 837 2.2556309520
input_graph Edge 395 841 51.2002428240
input_graph Edge 395 842 68.2002428240
input_graph Edge 395 844 19.2002428263
input_graph Edge 395 847 21.2002428243
input_graph Edge 395 848 94.7845396676
input_graph Edge 395 849 86.2001915222
input_graph Edge 395 850 57.2002428240
input_graph Edge 395 855 66.2002428240
input_graph Edge 395 857 49.2002428240
input_graph Edge 395 863 26.2002428240
input_graph Edge 395 866 76.2002428217
input_graph Edge 395 869 7.2006160263
input_graph Edge 395 870 43.2002428240
input_graph Edge 395 899 19.2002428263
input_graph Edge 395 908 81.2002424784
input_graph Edge 395 920 82.2002418844
input_graph Edge 395 921 37.2002428240
input_graph Edge 395 947 12.2002453386
input_graph Edge 395 972 25.2002428240
input_graph Edge 395 976 4.2077387920
input_graph Edge 395 986 63.2002428240
input_graph Edge 395 987 76.2002428217
input_graph Edge 395 993 34.2002428240

